Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker
2020-12-10 00:00:00+00:00,1008.5536118045442,1012.052063381666,992.5606903091302,1008.0538330078125,741362,0.0,0.0,0.0,INRG.L
2020-12-11 00:00:00+00:00,1012.5517425537109,1030.5437774658203,1003.5557250976562,1023.546875,510645,0.0,0.0,0.0,INRG.L
2020-12-14 00:00:00+00:00,1026.5455019748683,1035.541519032097,1019.5485998192461,1032.5428466796875,918526,0.0,0.0,0.0,INRG.L
2020-12-15 00:00:00+00:00,1036.0414257904672,1064.5288166588014,1025.5460712600284,1059.03125,839632,0.0,0.0,0.0,INRG.L
2020-12-16 00:00:00+00:00,1065.0287876525763,1074.024807445043,1045.037632558206,1057.5321044921875,1235100,0.0,0.0,0.0,INRG.L
2020-12-17 00:00:00+00:00,1074.0247199509756,1078.5227294807844,1066.0282585646491,1070.0264892578125,997038,0.0,0.0,0.0,INRG.L
2020-12-18 00:00:00+00:00,1087.0189106066664,1112.507629889857,1083.520458940346,1108.5093994140625,1086170,0.0,0.0,0.0,INRG.L
2020-12-21 00:00:00+00:00,1122.00318093159,1133.4980910257666,1083.5202210510856,1116.505615234375,1302894,0.0,0.0,0.0,INRG.L
2020-12-22 00:00:00+00:00,1127.5010818331912,1181.4771974528653,1122.503293349888,1172.98095703125,1373431,0.0,0.0,0.0,INRG.L
2020-12-23 00:00:00+00:00,1186.4748460955639,1208.9648916197004,1170.4819248339554,1183.9759521484375,2197012,0.0,0.0,0.0,INRG.L
2020-12-24 00:00:00+00:00,1180.9772415937005,1184.4756930076471,1164.484542070809,1179.4779052734375,527176,0.0,0.0,0.0,INRG.L
2020-12-29 00:00:00+00:00,1213.962609282981,1224.4579632537273,1166.483627034367,1177.478759765625,1575056,0.0,0.0,0.0,INRG.L
2020-12-30 00:00:00+00:00,1188.4739377324759,1205.4664162366407,1176.9790258031878,1192.47216796875,954562,0.0,0.0,0.0,INRG.L
2020-12-31 00:00:00+00:00,1188.4738845344955,1198.9692384349264,1181.4769819342084,1190.9727783203125,368909,0.0,0.0,0.0,INRG.L
2021-01-04 00:00:00+00:00,1204.4671445143852,1238.45210958782,1197.9700188385814,1215.4622802734375,1660478,0.0,0.0,0.0,INRG.L
2021-01-05 00:00:00+00:00,1239.4516021032675,1249.4471795395843,1211.9637641533966,1227.4569091796875,1379829,0.0,0.0,0.0,INRG.L
2021-01-06 00:00:00+00:00,1249.4468688964844,1320.9152297973633,1240.9506301879883,1319.4158935546875,2523628,0.0,0.0,0.0,INRG.L
2021-01-07 00:00:00+00:00,1419.8717412366364,1429.36753957648,1364.3962877775493,1424.3697509765625,3677778,0.0,0.0,0.0,INRG.L
2021-01-08 00:00:00+00:00,1434.864729422009,1496.8372917516256,1391.883758774049,1397.881103515625,4490488,0.0,0.0,0.0,INRG.L
2021-01-11 00:00:00+00:00,1399.3806111878453,1405.8777354540746,1329.411580628453,1356.8994140625,3873576,0.0,0.0,0.0,INRG.L
2021-01-12 00:00:00+00:00,1361.3973931760204,1393.383235012755,1340.906463249362,1346.90380859375,3083339,0.0,0.0,0.0,INRG.L
2021-01-13 00:00:00+00:00,1371.3930131424436,1381.3885890399831,1344.4049582190864,1369.8936767578125,2418552,0.0,0.0,0.0,INRG.L
2021-01-14 00:00:00+00:00,1374.3916021014418,1374.3916021014418,1347.4035488238135,1358.398681640625,1897932,0.0,0.0,0.0,INRG.L
2021-01-15 00:00:00+00:00,1347.403479472861,1347.9032582115376,1279.4335710128055,1287.9298095703125,2697834,0.0,0.0,0.0,INRG.L
2021-01-18 00:00:00+00:00,1279.4336240310079,1290.4287567375243,1250.9462347459423,1289.42919921875,1862980,0.0,0.0,0.0,INRG.L
2021-01-19 00:00:00+00:00,1297.4259069828854,1320.4157343023048,1294.4272338542655,1315.917724609375,1824615,0.0,0.0,0.0,INRG.L
2021-01-20 00:00:00+00:00,1324.4139043898808,1338.9074905133928,1301.9238569568452,1311.91943359375,2244565,0.0,0.0,0.0,INRG.L
2021-01-21 00:00:00+00:00,1321.4151881186826,1353.40103230915,1308.4209389163054,1347.4036865234375,2615016,0.0,0.0,0.0,INRG.L
2021-01-22 00:00:00+00:00,1359.3982162559764,1374.3915789352702,1347.4035261125414,1358.8984375,2213924,0.0,0.0,0.0,INRG.L
2021-01-25 00:00:00+00:00,1393.383124878688,1409.8758232721589,1349.4025958294324,1367.8944091796875,3173353,0.0,0.0,0.0,INRG.L
2021-01-26 00:00:00+00:00,1366.3951344955042,1371.3929221125325,1336.4084087933352,1347.9033203125,2426244,0.0,0.0,0.0,INRG.L
2021-01-27 00:00:00+00:00,1341.9060567101353,1344.4049506704894,1239.4514043356185,1284.9312744140625,3645835,0.0,0.0,0.0,INRG.L
2021-01-28 00:00:00+00:00,1262.9409867421193,1289.3493416056438,1188.9737267350622,1261.441650390625,3640792,0.0,0.0,0.0,INRG.L
2021-01-29 00:00:00+00:00,1264.440338643796,1285.9308266128407,1244.4491870446845,1258.4429931640625,2383086,0.0,0.0,0.0,INRG.L
2021-02-01 00:00:00+00:00,1270.9373090299223,1280.4331048897604,1249.44682366292,1264.440185546875,1559104,0.0,0.0,0.0,INRG.L
2021-02-02 00:00:00+00:00,1288.9295497990208,1304.422692894705,1279.433752417795,1291.92822265625,1419485,0.0,0.0,0.0,INRG.L
2021-02-03 00:00:00+00:00,1308.9206394182397,1314.4182060595535,1292.4279394942987,1303.9228515625,1434257,0.0,0.0,0.0,INRG.L
2021-02-04 00:00:00+00:00,1329.4116088961016,1329.4116088961016,1294.42709287252,1300.4244384765625,1587537,0.0,0.0,0.0,INRG.L
2021-02-05 00:00:00+00:00,1304.4225311279297,1310.4198760986328,1285.4309387207031,1303.4229736328125,1156750,0.0,0.0,0.0,INRG.L
2021-02-08 00:00:00+00:00,1308.9205855799485,1321.9148334703948,1303.4230191647596,1310.419921875,2101762,0.0,0.0,0.0,INRG.L
2021-02-09 00:00:00+00:00,1319.4160403481012,1319.4160403481012,1284.9313029299121,1302.92333984375,1748351,0.0,0.0,0.0,INRG.L
2021-02-10 00:00:00+00:00,1305.9220078721492,1311.4195746867658,1262.9410309578725,1276.43505859375,1851011,0.0,0.0,0.0,INRG.L
2021-02-11 00:00:00+00:00,1275.4355517785584,1295.426704627752,1274.4359941360988,1293.9273681640625,1114782,0.0,0.0,0.0,INRG.L
2021-02-12 00:00:00+00:00,1284.4317441114738,1287.43041744403,1237.9523074568563,1255.6944580078125,2081496,0.0,0.0,0.0,INRG.L
2021-02-15 00:00:00+00:00,1256.443801662933,1269.4380494128281,1255.9440229033219,1265.4398193359375,936232,0.0,0.0,0.0,INRG.L
2021-02-16 00:00:00+00:00,1267.4391518617288,1280.4334018413838,1247.447998046875,1247.447998046875,1307083,0.0,0.0,0.0,INRG.L
2021-02-17 00:00:00+00:00,1256.4440270996095,1256.9438059488932,1199.46923828125,1199.46923828125,2582120,0.0,0.0,0.0,INRG.L
2021-02-18 00:00:00+00:00,1210.4640622022675,1210.4640622022675,1139.4954838237695,1147.491943359375,4051537,0.0,0.0,0.0,INRG.L
2021-02-19 00:00:00+00:00,1132.4987446119262,1178.4783935546875,1118.0051596190992,1178.4783935546875,2819650,0.0,0.0,0.0,INRG.L
2021-02-22 00:00:00+00:00,1163.984687012601,1163.984687012601,1105.5105743546042,1106.5101318359375,2033129,0.0,0.0,0.0,INRG.L
2021-02-23 00:00:00+00:00,1094.015694265918,1099.5132605687618,999.0577308531613,1052.5340576171875,4640811,0.0,0.0,0.0,INRG.L
2021-02-24 00:00:00+00:00,1055.0331086299561,1094.5156361438198,1040.539522580563,1073.025146484375,3626423,0.0,0.0,0.0,INRG.L
2021-02-25 00:00:00+00:00,1087.5187573356807,1108.0096898038623,1055.0331326910027,1064.5289306640625,3017064,0.0,0.0,0.0,INRG.L
2021-02-26 00:00:00+00:00,1029.0446842585268,1068.5272146404711,1019.5488858122362,1066.0283203125,2879269,0.0,0.0,0.0,INRG.L
2021-03-01 00:00:00+00:00,1093.5161485840065,1106.0106201171875,1085.0199079414433,1106.0106201171875,1539066,0.0,0.0,0.0,INRG.L
2021-03-02 00:00:00+00:00,1104.5109929111823,1106.5101078304785,1075.0240478515625,1075.0240478515625,2035387,0.0,0.0,0.0,INRG.L
2021-03-03 00:00:00+00:00,1078.0229188796372,1083.0207070988288,1014.5510084959034,1025.546142578125,2156776,0.0,0.0,0.0,INRG.L
2021-03-04 00:00:00+00:00,999.3078050782001,1004.5554829743346,954.5775982492434,975.3184204101562,4331014,0.0,0.0,0.0,INRG.L
2021-03-05 00:00:00+00:00,955.5771316048964,979.0667368274017,889.606325448073,898.8522338867188,5780689,0.0,0.0,0.0,INRG.L
2021-03-08 00:00:00+00:00,930.0882229758429,962.5738406509798,910.5968523707608,946.830810546875,3713366,0.0,0.0,0.0,INRG.L
2021-03-09 00:00:00+00:00,934.0865617769847,996.5589107454829,930.8379996306228,992.310791015625,2926719,0.0,0.0,0.0,INRG.L
2021-03-10 00:00:00+00:00,1011.0524755920258,1030.0440693006253,993.3303395118202,1002.0564575195312,3603388,0.0,0.0,0.0,INRG.L
2021-03-11 00:00:00+00:00,1006.5544857222081,1045.5372314453125,1003.7806890271105,1045.5372314453125,2475392,0.0,0.0,0.0,INRG.L
2021-03-12 00:00:00+00:00,1056.0326250327862,1056.0326250327862,1019.548771919964,1042.038818359375,1896541,0.0,0.0,0.0,INRG.L
2021-03-15 00:00:00+00:00,1055.5330398955332,1055.5330398955332,1027.045642511989,1040.5396728515625,4030215,0.0,0.0,0.0,INRG.L
2021-03-16 00:00:00+00:00,1051.0348221009035,1052.0343797063254,1024.046766754518,1037.041015625,2052671,0.0,0.0,0.0,INRG.L
2021-03-17 00:00:00+00:00,993.3104479754412,995.0396632452805,965.5727222583912,971.570068359375,2612060,0.0,0.0,0.0,INRG.L
2021-03-18 00:00:00+00:00,981.8153261723834,1000.5570287590285,957.3561841338826,960.074951171875,2054952,0.0,0.0,0.0,INRG.L
2021-03-19 00:00:00+00:00,943.8322094638197,966.5721435546875,942.6077758775717,966.5721435546875,2443846,0.0,0.0,0.0,INRG.L
2021-03-22 00:00:00+00:00,965.0728511848992,986.5633393262511,961.3245102300122,985.5637817382812,1471424,0.0,0.0,0.0,INRG.L
2021-03-23 00:00:00+00:00,983.0648574518964,1000.5571147019301,982.0652998947515,983.5646362304688,1597274,0.0,0.0,0.0,INRG.L
2021-03-24 00:00:00+00:00,979.3165532465804,979.3165532465804,955.577060376352,958.8256225585938,1899515,0.0,0.0,0.0,INRG.L
2021-03-25 00:00:00+00:00,940.5837499736776,945.8164196368338,900.6014439174107,927.0897216796875,2482049,0.0,0.0,0.0,INRG.L
2021-03-26 00:00:00+00:00,942.3329043132111,952.5783694622012,933.33688613361,948.5801391601562,2567242,0.0,0.0,0.0,INRG.L
2021-03-29 00:00:00+01:00,952.3284851678527,955.5770473056596,930.3382183888522,933.836669921875,1244010,0.0,0.0,0.0,INRG.L
2021-03-30 00:00:00+01:00,940.5837579330013,973.5292003650898,933.586854313946,972.06982421875,1187291,0.0,0.0,0.0,INRG.L
2021-03-31 00:00:00+01:00,975.0683736805913,1007.553993511057,969.3209178644321,1000.0573120117188,2099469,0.0,0.0,0.0,INRG.L
2021-04-01 00:00:00+01:00,1019.048881628671,1038.040474322094,1008.5535277717794,1012.5517578125,1940743,0.0,0.0,0.0,INRG.L
2021-04-06 00:00:00+01:00,990.5614319769638,993.0603255995092,949.5795765672206,992.560546875,1546379,0.0,0.0,0.0,INRG.L
2021-04-07 00:00:00+01:00,999.5575818596576,999.5575818596576,966.5721816582889,967.0719604492188,1005282,0.0,0.0,0.0,INRG.L
