Sector,Weight,Ticker
Energie,0.0007519,OM3X
Financials,0.2434581,OM3X
Gesundheitsversorgung,0.0674315,OM3X
IT,0.0721778,OM3X
Immobilien,0.039242599999999996,OM3X
Industrie,0.4165259,OM3X
Kommunikation,0.0261295,OM3X
Materialien,0.0461768,OM3X
Nichtzyklische Konsumgüter,0.0296162,OM3X
Versorger,9.81e-05,OM3X
Zyklische Konsumgüter,0.0487511,OM3X
Cash und/oder Derivate,0.0037635,QDVW
Energie,0.0311697,QDVW
Financials,0.1746154,QDVW
Gesundheitsversorgung,0.1505124,QDVW
IT,0.3226076,QDVW
Immobilien,0.0128233,QDVW
Industrie,0.1255481,QDVW
Kommunikation,0.052696400000000004,QDVW
Materialien,0.006104699999999999,QDVW
Nichtzyklische Konsumgüter,0.037201200000000004,QDVW
Versorger,0.029270400000000002,QDVW
Zyklische Konsumgüter,0.053687,QDVW
Cash und/oder Derivate,0.0065436,2B7K
Financials,0.1804715,2B7K
Gesundheitsversorgung,0.0979727,2B7K
IT,0.28091309999999997,2B7K
Immobilien,0.017952199999999998,2B7K
Industrie,0.1164059,2B7K
Kommunikation,0.074534,2B7K
Materialien,0.0413208,2B7K
Nichtzyklische Konsumgüter,0.059118699999999996,2B7K
Versorger,0.0168888,2B7K
Zyklische Konsumgüter,0.1078777,2B7K
Cash und/oder Derivate,0.0065436,2B7J
Financials,0.1804715,2B7J
Gesundheitsversorgung,0.0979727,2B7J
IT,0.28091309999999997,2B7J
Immobilien,0.017952199999999998,2B7J
Industrie,0.1164059,2B7J
Kommunikation,0.074534,2B7J
Materialien,0.0413208,2B7J
Nichtzyklische Konsumgüter,0.059118699999999996,2B7J
Versorger,0.0168888,2B7J
Zyklische Konsumgüter,0.1078777,2B7J
Cash und/oder Derivate,0.005409,EIMU
Energie,0.033751,EIMU
Financials,0.2089049,EIMU
Gesundheitsversorgung,0.0404501,EIMU
IT,0.2785171,EIMU
Immobilien,0.018921300000000002,EIMU
Industrie,0.0826996,EIMU
Kommunikation,0.08402470000000001,EIMU
Materialien,0.0735129,EIMU
Nichtzyklische Konsumgüter,0.0382813,EIMU
Sonstige,5.500000000000001e-06,EIMU
Versorger,0.0227376,EIMU
Zyklische Konsumgüter,0.112786,EIMU
Cash und/oder Derivate,0.0030188000000000003,IUSN
Energie,0.0421022,IUSN
Financials,0.1471999,IUSN
Gesundheitsversorgung,0.1026688,IUSN
IT,0.1151618,IUSN
Immobilien,0.0774954,IUSN
Industrie,0.2064594,IUSN
Kommunikation,0.0330567,IUSN
Materialien,0.087932,IUSN
Nichtzyklische Konsumgüter,0.041092000000000004,IUSN
Versorger,0.0271219,IUSN
Zyklische Konsumgüter,0.1166922,IUSN
Cash und/oder Derivate,0.0015781,NDIA
Energie,0.08776149999999999,NDIA
Financials,0.2951189,NDIA
Gesundheitsversorgung,0.0574442,NDIA
IT,0.0944088,NDIA
Immobilien,0.0145531,NDIA
Industrie,0.0978308,NDIA
Kommunikation,0.0490579,NDIA
Materialien,0.0824391,NDIA
Nichtzyklische Konsumgüter,0.059904,NDIA
Versorger,0.034304,NDIA
Zyklische Konsumgüter,0.1255991,NDIA
Cash und/oder Derivate,0.0023882,LOCK
IT,0.8728983,LOCK
Immobilien,0.0381981,LOCK
Industrie,0.0778681,LOCK
Zyklische Konsumgüter,0.008647,LOCK
Cash und/oder Derivate,0.023009599999999998,4BRZ
Energie,0.11745040000000001,4BRZ
Financials,0.4029894,4BRZ
Gesundheitsversorgung,0.0130027,4BRZ
IT,0.0093481,4BRZ
Industrie,0.0869772,4BRZ
Kommunikation,0.018029299999999998,4BRZ
Materialien,0.140154,4BRZ
Nichtzyklische Konsumgüter,0.0553207,4BRZ
Sonstige,0.0001216,4BRZ
Versorger,0.1165072,4BRZ
Zyklische Konsumgüter,0.0170897,4BRZ
Cash und/oder Derivate,0.0041251,NQSE
Energie,0.004992,NQSE
Financials,0.0029635,NQSE
Gesundheitsversorgung,0.0545965,NQSE
IT,0.5238458,NQSE
Immobilien,0.0014136,NQSE
Industrie,0.0430052,NQSE
Kommunikation,0.1586649,NQSE
Materialien,0.0111595,NQSE
Nichtzyklische Konsumgüter,0.0460018,NQSE
Versorger,0.013585400000000001,NQSE
Zyklische Konsumgüter,0.1356464,NQSE
Cash und/oder Derivate,0.0028123,IUCM
Kommunikation,0.9971878,IUCM
Cash und/oder Derivate,0.0029653,SGAS
Energie,0.0164199,SGAS
Financials,0.1410991,SGAS
Gesundheitsversorgung,0.1036979,SGAS
IT,0.3567242,SGAS
Immobilien,0.0196616,SGAS
Industrie,0.07474940000000001,SGAS
Kommunikation,0.11362309999999999,SGAS
Materialien,0.0191014,SGAS
Nichtzyklische Konsumgüter,0.0263003,SGAS
Versorger,0.0123137,SGAS
Zyklische Konsumgüter,0.1133442,SGAS
Cash und/oder Derivate,0.0029653,SLUS
Energie,0.0164199,SLUS
Financials,0.1410991,SLUS
Gesundheitsversorgung,0.1036979,SLUS
IT,0.3567242,SLUS
Immobilien,0.0196616,SLUS
Industrie,0.07474940000000001,SLUS
Kommunikation,0.11362309999999999,SLUS
Materialien,0.0191014,SLUS
Nichtzyklische Konsumgüter,0.0263003,SLUS
Versorger,0.0123137,SLUS
Zyklische Konsumgüter,0.1133442,SLUS
Cash und/oder Derivate,0.0057524,SLMC
Energie,0.0350492,SLMC
Financials,0.2781618,SLMC
Gesundheitsversorgung,0.1577528,SLMC
IT,0.0846416,SLMC
Immobilien,0.0081961,SLMC
Industrie,0.1630228,SLMC
Kommunikation,0.0398446,SLMC
Materialien,0.052468,SLMC
Nichtzyklische Konsumgüter,0.0512245,SLMC
Versorger,0.0506871,SLMC
Zyklische Konsumgüter,0.073199,SLMC
Cash und/oder Derivate,0.0059371,SLMA
Energie,0.0328087,SLMA
Financials,0.28355210000000003,SLMA
Gesundheitsversorgung,0.0672948,SLMA
IT,0.1378303,SLMA
Immobilien,0.008753,SLMA
Industrie,0.1596824,SLMA
Kommunikation,0.0420602,SLMA
Materialien,0.0353542,SLMA
Nichtzyklische Konsumgüter,0.052914,SLMA
Versorger,0.0671086,SLMA
Zyklische Konsumgüter,0.1067047,SLMA
Cash und/oder Derivate,0.0052818,OM3Y
Energie,0.0276947,OM3Y
Financials,0.2156783,OM3Y
Gesundheitsversorgung,0.041712,OM3Y
IT,0.2921908,OM3Y
Immobilien,0.0197672,OM3Y
Industrie,0.0750484,OM3Y
Kommunikation,0.0889533,OM3Y
Materialien,0.0667863,OM3Y
Nichtzyklische Konsumgüter,0.0360322,OM3Y
Versorger,0.0141593,OM3Y
Zyklische Konsumgüter,0.1166938,OM3Y
Cash und/oder Derivate,0.0052818,AYEM
Energie,0.0276947,AYEM
Financials,0.2156783,AYEM
Gesundheitsversorgung,0.041712,AYEM
IT,0.2921908,AYEM
Immobilien,0.0197672,AYEM
Industrie,0.0750484,AYEM
Kommunikation,0.0889533,AYEM
Materialien,0.0667863,AYEM
Nichtzyklische Konsumgüter,0.0360322,AYEM
Versorger,0.0141593,AYEM
Zyklische Konsumgüter,0.1166938,AYEM
Cash und/oder Derivate,0.0060591,SGAJ
Financials,0.1863275,SGAJ
Gesundheitsversorgung,0.0720349,SGAJ
IT,0.14986069999999999,SGAJ
Immobilien,0.0259333,SGAJ
Industrie,0.2541637,SGAJ
Kommunikation,0.0798511,SGAJ
Materialien,0.0333104,SGAJ
Nichtzyklische Konsumgüter,0.0306284,SGAJ
Versorger,0.0058868,SGAJ
Zyklische Konsumgüter,0.1559439,SGAJ
Cash und/oder Derivate,0.005621,S6DW
Energie,0.0205276,S6DW
Financials,0.1828075,S6DW
Gesundheitsversorgung,0.1058024,S6DW
IT,0.2854172,S6DW
Immobilien,0.0191216,S6DW
Industrie,0.1005352,S6DW
Kommunikation,0.0939343,S6DW
Materialien,0.031387899999999996,S6DW
Nichtzyklische Konsumgüter,0.0303437,S6DW
Versorger,0.0183013,S6DW
Zyklische Konsumgüter,0.10619830000000001,S6DW
Cash und/oder Derivate,0.005621,SNAW
Energie,0.0205276,SNAW
Financials,0.1828075,SNAW
Gesundheitsversorgung,0.1058024,SNAW
IT,0.2854172,SNAW
Immobilien,0.0191216,SNAW
Industrie,0.1005352,SNAW
Kommunikation,0.0939343,SNAW
Materialien,0.031387899999999996,SNAW
Nichtzyklische Konsumgüter,0.0303437,SNAW
Versorger,0.0183013,SNAW
Zyklische Konsumgüter,0.10619830000000001,SNAW
Cash und/oder Derivate,0.0046588,EDMU
Energie,0.0249003,EDMU
Financials,0.1420641,EDMU
Gesundheitsversorgung,0.0987566,EDMU
IT,0.33323410000000003,EDMU
Immobilien,0.0242477,EDMU
Industrie,0.0881452,EDMU
Kommunikation,0.1032191,EDMU
Materialien,0.0182382,EDMU
Nichtzyklische Konsumgüter,0.0392322,EDMU
Versorger,0.0206778,EDMU
Zyklische Konsumgüter,0.102626,EDMU
Cash und/oder Derivate,0.0046588,OM3L
Energie,0.0249003,OM3L
Financials,0.1420641,OM3L
Gesundheitsversorgung,0.0987566,OM3L
IT,0.33323410000000003,OM3L
Immobilien,0.0242477,OM3L
Industrie,0.0881452,OM3L
Kommunikation,0.1032191,OM3L
Materialien,0.0182382,OM3L
Nichtzyklische Konsumgüter,0.0392322,OM3L
Versorger,0.0206778,OM3L
Zyklische Konsumgüter,0.102626,OM3L
Cash und/oder Derivate,0.0044693,EDMW
Energie,0.0351511,EDMW
Financials,0.1796915,EDMW
Gesundheitsversorgung,0.1033025,EDMW
IT,0.2692658,EDMW
Immobilien,0.0221381,EDMW
Industrie,0.1128848,EDMW
Kommunikation,0.08403379999999999,EDMW
Materialien,0.0260191,EDMW
Nichtzyklische Konsumgüter,0.0425023,EDMW
Versorger,0.02303,EDMW
Zyklische Konsumgüter,0.097511,EDMW
Cash und/oder Derivate,0.0044693,EMND
Energie,0.0351511,EMND
Financials,0.1796915,EMND
Gesundheitsversorgung,0.1033025,EMND
IT,0.2692658,EMND
Immobilien,0.0221381,EMND
Industrie,0.1128848,EMND
Kommunikation,0.08403379999999999,EMND
Materialien,0.0260191,EMND
Nichtzyklische Konsumgüter,0.0425023,EMND
Versorger,0.02303,EMND
Zyklische Konsumgüter,0.097511,EMND
Cash und/oder Derivate,0.0082457,EDM6
Energie,0.0364434,EDM6
Financials,0.2506059,EDM6
Gesundheitsversorgung,0.1447017,EDM6
IT,0.0804925,EDM6
Immobilien,0.0224116,EDM6
Industrie,0.1766908,EDM6
Kommunikation,0.0320222,EDM6
Materialien,0.0386963,EDM6
Nichtzyklische Konsumgüter,0.0874224,EDM6
Versorger,0.0502279,EDM6
Zyklische Konsumgüter,0.07204,EDM6
Cash und/oder Derivate,0.0082457,EMNU
Energie,0.0364434,EMNU
Financials,0.2506059,EMNU
Gesundheitsversorgung,0.1447017,EMNU
IT,0.0804925,EMNU
Immobilien,0.0224116,EMNU
Industrie,0.1766908,EMNU
Kommunikation,0.0320222,EMNU
Materialien,0.0386963,EMNU
Nichtzyklische Konsumgüter,0.0874224,EMNU
Versorger,0.0502279,EMNU
Zyklische Konsumgüter,0.07204,EMNU
Cash und/oder Derivate,0.0048254,EDMJ
Energie,0.0019291,EDMJ
Financials,0.2138507,EDMJ
Gesundheitsversorgung,0.1087114,EDMJ
IT,0.1414935,EDMJ
Immobilien,0.0604664,EDMJ
Industrie,0.2247484,EDMJ
Kommunikation,0.0665046,EDMJ
Materialien,0.0114148,EDMJ
Nichtzyklische Konsumgüter,0.0090494,EDMJ
Versorger,0.0013378,EDMJ
Zyklische Konsumgüter,0.1556683,EDMJ
Cash und/oder Derivate,0.0060609999999999995,EDM4
Energie,0.0279633,EDM4
Financials,0.26590579999999997,EDM4
Gesundheitsversorgung,0.0681761,EDM4
IT,0.1345954,EDM4
Immobilien,0.0222959,EDM4
Industrie,0.19595579999999999,EDM4
Kommunikation,0.0330516,EDM4
Materialien,0.021150699999999998,EDM4
Nichtzyklische Konsumgüter,0.056772500000000004,EDM4
Versorger,0.0701989,EDM4
Zyklische Konsumgüter,0.0978721,EDM4
Cash und/oder Derivate,0.0044021,EDM2
Energie,0.0338173,EDM2
Financials,0.2260295,EDM2
Gesundheitsversorgung,0.0311321,EDM2
IT,0.2988236,EDM2
Immobilien,0.016700800000000002,EDM2
Industrie,0.0627558,EDM2
Kommunikation,0.09069920000000001,EDM2
Materialien,0.0640351,EDM2
Nichtzyklische Konsumgüter,0.0402603,EDM2
Versorger,0.0172409,EDM2
Zyklische Konsumgüter,0.1141031,EDM2
Cash und/oder Derivate,0.0044021,EEDM
Energie,0.0338173,EEDM
Financials,0.2260295,EEDM
Gesundheitsversorgung,0.0311321,EEDM
IT,0.2988236,EEDM
Immobilien,0.016700800000000002,EEDM
Industrie,0.0627558,EEDM
Kommunikation,0.09069920000000001,EEDM
Materialien,0.0640351,EEDM
Nichtzyklische Konsumgüter,0.0402603,EEDM
Versorger,0.0172409,EEDM
Zyklische Konsumgüter,0.1141031,EEDM
Cash und/oder Derivate,0.0032340000000000003,ICGA
Energie,0.0258661,ICGA
Financials,0.1765718,ICGA
Gesundheitsversorgung,0.0496036,ICGA
IT,0.0804255,ICGA
Immobilien,0.0147841,ICGA
Industrie,0.0477397,ICGA
Kommunikation,0.2282868,ICGA
Materialien,0.051319199999999995,ICGA
Nichtzyklische Konsumgüter,0.0313265,ICGA
Versorger,0.0176543,ICGA
Zyklische Konsumgüter,0.2731885,ICGA
Cash und/oder Derivate,0.0042905,AYEW
IT,0.9957098,AYEW
Cash und/oder Derivate,0.0046891,IWLE
Energie,0.0333217,IWLE
Financials,0.1700465,IWLE
Gesundheitsversorgung,0.0984425,IWLE
IT,0.2648643,IWLE
Immobilien,0.0175674,IWLE
Industrie,0.11312,IWLE
Kommunikation,0.0871468,IWLE
Materialien,0.0329556,IWLE
Nichtzyklische Konsumgüter,0.0515745,IWLE
Versorger,0.0251415,IWLE
Zyklische Konsumgüter,0.1011323,IWLE
Cash und/oder Derivate,2.7000000000000033e-05,I500
Energie,-1.734723475976807e-18,I500
Financials,0.0,I500
Gesundheitsversorgung,0.0,I500
IT,0.0,I500
Immobilien,0.0,I500
Industrie,0.0,I500
Kommunikation,0.0,I500
Materialien,0.0,I500
Nichtzyklische Konsumgüter,0.0,I500
Sonstige,0.999973,I500
Versorger,0.0,I500
Zyklische Konsumgüter,0.0,I500
Cash und/oder Derivate,0.0023845,84X0
Energie,0.033484900000000005,84X0
Financials,0.2675253,84X0
Gesundheitsversorgung,0.024392399999999998,84X0
IT,0.3727729,84X0
Immobilien,0.012908600000000001,84X0
Industrie,0.0736694,84X0
Kommunikation,0.0394937,84X0
Materialien,0.0688073,84X0
Nichtzyklische Konsumgüter,0.0345159,84X0
Versorger,0.0170246,84X0
Zyklische Konsumgüter,0.0530216,84X0
Cash und/oder Derivate,0.0022011,ESIH
Gesundheitsversorgung,0.9977986,ESIH
Cash und/oder Derivate,0.0038846,ESIF
Financials,0.9961154,ESIF
Cash und/oder Derivate,0.0029552999999999992,EMPA
Financials,0.2583487,EMPA
Gesundheitsversorgung,0.07676329999999999,EMPA
IT,0.1480977,EMPA
Immobilien,0.0490174,EMPA
Industrie,0.1871145,EMPA
Kommunikation,0.02775,EMPA
Materialien,0.0225882,EMPA
Nichtzyklische Konsumgüter,0.051720600000000005,EMPA
Versorger,0.0821666,EMPA
Zyklische Konsumgüter,0.0934775,EMPA
Cash und/oder Derivate,0.0036129,SEC0
IT,0.9963872,SEC0
Cash und/oder Derivate,0.0046588,CBUC
Energie,0.0249003,CBUC
Financials,0.1420641,CBUC
Gesundheitsversorgung,0.0987566,CBUC
IT,0.33323410000000003,CBUC
Immobilien,0.0242477,CBUC
Industrie,0.0881452,CBUC
Kommunikation,0.1032191,CBUC
Materialien,0.0182382,CBUC
Nichtzyklische Konsumgüter,0.0392322,CBUC
Versorger,0.0206778,CBUC
Zyklische Konsumgüter,0.102626,CBUC
Cash und/oder Derivate,0.0024808,CBUK
Financials,0.014215,CBUK
IT,0.3476179,CBUK
Industrie,0.073829,CBUK
Kommunikation,0.3117662,CBUK
Zyklische Konsumgüter,0.2500912,CBUK
Cash und/oder Derivate,2.7000000000000033e-05,I50D
Energie,-1.734723475976807e-18,I50D
Financials,0.0,I50D
Gesundheitsversorgung,0.0,I50D
IT,0.0,I50D
Immobilien,0.0,I50D
Industrie,0.0,I50D
Kommunikation,0.0,I50D
Materialien,0.0,I50D
Nichtzyklische Konsumgüter,0.0,I50D
Sonstige,0.999973,I50D
Versorger,0.0,I50D
Zyklische Konsumgüter,0.0,I50D
Cash und/oder Derivate,0.0027989,O4J0
Energie,0.0428861,O4J0
Financials,0.1533057,O4J0
Gesundheitsversorgung,0.1223301,O4J0
IT,0.1343012,O4J0
Immobilien,0.0613742,O4J0
Industrie,0.1610534,O4J0
Kommunikation,0.0391477,O4J0
Materialien,0.0545745,O4J0
Nichtzyklische Konsumgüter,0.0698918,O4J0
Versorger,0.0604667,O4J0
Zyklische Konsumgüter,0.0978692,O4J0
Cash und/oder Derivate,5.3400000000000004e-05,MUSD
Energie,0.0,MUSD
Financials,0.0,MUSD
Gesundheitsversorgung,0.0,MUSD
IT,0.0,MUSD
Immobilien,0.0,MUSD
Industrie,0.0,MUSD
Kommunikation,0.0,MUSD
Materialien,0.0,MUSD
Nichtzyklische Konsumgüter,0.0,MUSD
Sonstige,0.9999465999999999,MUSD
Versorger,0.0,MUSD
Zyklische Konsumgüter,0.0,MUSD
Cash und/oder Derivate,0.0020472,5J50
Industrie,0.9979528,5J50
Cash und/oder Derivate,0.005235699999999999,CEBZ
Energie,0.0384067,CEBZ
Financials,0.2415006,CEBZ
Gesundheitsversorgung,0.1407475,CEBZ
IT,0.0751511,CEBZ
Immobilien,0.0072576,CEBZ
Industrie,0.1939563,CEBZ
Kommunikation,0.034735,CEBZ
Materialien,0.0510464,CEBZ
Nichtzyklische Konsumgüter,0.0872486,CEBZ
Versorger,0.0466692,CEBZ
Zyklische Konsumgüter,0.0780451,CEBZ
Cash und/oder Derivate,0.0048573,WOEE
Energie,0.0328349,WOEE
Financials,0.1629418,WOEE
Gesundheitsversorgung,0.0957326,WOEE
IT,0.2731237,WOEE
Immobilien,0.0158281,WOEE
Industrie,0.1167116,WOEE
Kommunikation,0.0987884,WOEE
Materialien,0.0300891,WOEE
Nichtzyklische Konsumgüter,0.0436251,WOEE
Versorger,0.0220124,WOEE
Zyklische Konsumgüter,0.1034551,WOEE
Cash und/oder Derivate,0.005680500000000001,USEE
Energie,0.0254552,USEE
Financials,0.1306264,USEE
Gesundheitsversorgung,0.0946546,USEE
IT,0.3431609,USEE
Immobilien,0.011522,USEE
Industrie,0.0865135,USEE
Kommunikation,0.112625,USEE
Materialien,0.0151874,USEE
Nichtzyklische Konsumgüter,0.0423516,USEE
Versorger,0.0191317,USEE
Zyklische Konsumgüter,0.1130917,USEE
Cash und/oder Derivate,3.4199999999999856e-05,N1UD
Energie,0.0,N1UD
Financials,0.0,N1UD
Gesundheitsversorgung,0.0,N1UD
IT,0.0,N1UD
Immobilien,0.0,N1UD
Industrie,0.0,N1UD
Kommunikation,0.0,N1UD
Materialien,0.0,N1UD
Nichtzyklische Konsumgüter,0.0,N1UD
Sonstige,0.9999657999999999,N1UD
Versorger,0.0,N1UD
Zyklische Konsumgüter,0.0,N1UD
Cash und/oder Derivate,0.0023137,IXUA
Energie,0.0439544,IXUA
Financials,0.2650225,IXUA
Gesundheitsversorgung,0.1015277,IXUA
IT,0.0890034,IXUA
Immobilien,0.0165805,IXUA
Industrie,0.1843775,IXUA
Kommunikation,0.0381066,IXUA
Materialien,0.0684969,IXUA
Nichtzyklische Konsumgüter,0.0667298,IXUA
Versorger,0.0356909,IXUA
Zyklische Konsumgüter,0.0881964,IXUA
Cash und/oder Derivate,0.0023891107232808374,QDVB
Energie,0.030461813371217197,QDVB
Financials,0.12785592952840824,QDVB
Gesundheitsversorgung,0.0983684363707485,QDVB
IT,0.34306199102771734,QDVB
Immobilien,0.01862743298935896,QDVB
Industrie,0.08464527985334348,QDVB
Kommunikation,0.10009413688021271,QDVB
Materialien,0.018517987114509485,QDVB
Nichtzyklische Konsumgüter,0.04510268069636819,QDVB
Versorger,0.020576347151314664,QDVB
Zyklische Konsumgüter,0.11029885429352046,QDVB
