,Date,Ticker,value
0,2023-01-09,2B76.DE,9.227999687194824
1,2023-01-10,2B76.DE,9.130999565124512
2,2023-01-11,2B76.DE,9.27400016784668
3,2023-01-12,2B76.DE,9.291999816894531
4,2023-01-13,2B76.DE,9.36400032043457
5,2023-01-16,2B76.DE,9.42199993133545
6,2023-01-17,2B76.DE,9.503999710083008
7,2023-01-18,2B76.DE,9.526000022888184
8,2023-01-19,2B76.DE,9.317000389099121
9,2023-01-20,2B76.DE,9.420999526977539
10,2023-01-23,2B76.DE,9.616999626159668
11,2023-01-24,2B76.DE,9.633999824523926
12,2023-01-25,2B76.DE,9.487000465393066
13,2023-01-26,2B76.DE,9.616000175476074
14,2023-01-27,2B76.DE,9.722000122070312
15,2023-01-30,2B76.DE,9.6899995803833
16,2023-01-31,2B76.DE,9.708000183105469
17,2023-02-01,2B76.DE,9.779000282287598
18,2023-02-02,2B76.DE,10.239999771118164
19,2023-02-03,2B76.DE,10.276000022888184
20,2023-02-06,2B76.DE,10.116000175476074
21,2023-02-07,2B76.DE,10.100000381469727
22,2023-02-08,2B76.DE,10.119999885559082
23,2023-02-09,2B76.DE,10.173999786376953
24,2023-02-10,2B76.DE,10.001999855041504
25,2023-02-13,2B76.DE,10.071999549865723
26,2023-02-14,2B76.DE,10.081999778747559
27,2023-02-15,2B76.DE,10.234000205993652
28,2023-02-16,2B76.DE,10.239999771118164
29,2023-02-17,2B76.DE,10.022000312805176
30,2023-02-20,2B76.DE,10.03600025177002
31,2023-02-21,2B76.DE,9.885000228881836
32,2023-02-22,2B76.DE,9.902000427246094
33,2023-02-23,2B76.DE,9.960000038146973
34,2023-02-24,2B76.DE,9.928999900817871
35,2023-02-27,2B76.DE,10.020000457763672
36,2023-02-28,2B76.DE,10.050000190734863
37,2023-03-01,2B76.DE,9.970000267028809
38,2023-03-02,2B76.DE,9.979000091552734
39,2023-03-03,2B76.DE,10.152000427246094
40,2023-03-06,2B76.DE,10.220000267028809
41,2023-03-07,2B76.DE,10.140000343322754
42,2023-03-08,2B76.DE,10.180000305175781
43,2023-03-09,2B76.DE,10.232000350952148
44,2023-03-10,2B76.DE,9.9399995803833
45,2023-03-13,2B76.DE,9.6850004196167
46,2023-03-14,2B76.DE,9.843999862670898
47,2023-03-15,2B76.DE,9.696999549865723
48,2023-03-16,2B76.DE,9.95300006866455
49,2023-03-17,2B76.DE,9.890000343322754
50,2023-03-20,2B76.DE,9.87399959564209
51,2023-03-21,2B76.DE,9.949000358581543
52,2023-03-22,2B76.DE,9.940999984741211
53,2023-03-23,2B76.DE,9.97599983215332
54,2023-03-24,2B76.DE,9.885000228881836
55,2023-03-27,2B76.DE,9.916999816894531
56,2023-03-28,2B76.DE,9.824000358581543
57,2023-03-29,2B76.DE,9.958000183105469
58,2023-03-30,2B76.DE,10.088000297546387
59,2023-03-31,2B76.DE,10.23799991607666
60,2023-04-03,2B76.DE,10.116000175476074
61,2023-04-04,2B76.DE,10.04800033569336
62,2023-04-05,2B76.DE,9.829999923706055
63,2023-04-06,2B76.DE,9.78499984741211
64,2023-04-11,2B76.DE,9.892999649047852
65,2023-04-12,2B76.DE,9.869999885559082
66,2023-04-13,2B76.DE,9.871000289916992
67,2023-04-14,2B76.DE,9.885000228881836
68,2023-04-17,2B76.DE,9.944999694824219
69,2023-04-18,2B76.DE,9.956999778747559
70,2023-04-19,2B76.DE,9.878000259399414
71,2023-04-20,2B76.DE,9.857999801635742
72,2023-04-21,2B76.DE,9.838000297546387
73,2023-04-24,2B76.DE,9.74899959564209
74,2023-04-25,2B76.DE,9.664999961853027
75,2023-04-26,2B76.DE,9.576000213623047
76,2023-04-27,2B76.DE,9.581999778747559
77,2023-04-28,2B76.DE,9.623000144958496
78,2023-05-02,2B76.DE,9.633999824523926
79,2023-05-03,2B76.DE,9.635000228881836
80,2023-05-04,2B76.DE,9.623000144958496
81,2023-05-05,2B76.DE,9.71399974822998
82,2023-05-08,2B76.DE,9.706999778747559
83,2023-05-09,2B76.DE,9.77400016784668
84,2023-05-10,2B76.DE,9.821000099182129
85,2023-05-11,2B76.DE,9.795000076293945
86,2023-05-12,2B76.DE,9.855999946594238
87,2023-05-15,2B76.DE,9.973999977111816
88,2023-05-16,2B76.DE,9.996999740600586
89,2023-05-17,2B76.DE,10.081999778747559
90,2023-05-18,2B76.DE,10.317999839782715
91,2023-05-19,2B76.DE,10.347999572753906
92,2023-05-22,2B76.DE,10.45199966430664
93,2023-05-23,2B76.DE,10.428000450134277
94,2023-05-24,2B76.DE,10.196000099182129
95,2023-05-25,2B76.DE,10.345999717712402
96,2023-05-26,2B76.DE,10.604000091552734
97,2023-05-29,2B76.DE,10.633999824523926
98,2023-05-30,2B76.DE,10.680000305175781
99,2023-05-31,2B76.DE,10.579999923706055
100,2023-06-01,2B76.DE,10.699999809265137
101,2023-06-02,2B76.DE,10.854000091552734
102,2023-06-05,2B76.DE,10.812000274658203
103,2023-06-06,2B76.DE,10.961999893188477
104,2023-06-07,2B76.DE,10.928000450134277
105,2023-06-08,2B76.DE,10.760000228881836
106,2023-06-09,2B76.DE,10.807999610900879
107,2023-06-12,2B76.DE,10.932000160217285
108,2023-06-13,2B76.DE,11.144000053405762
109,2023-06-14,2B76.DE,11.131999969482422
110,2023-06-15,2B76.DE,11.065999984741211
111,2023-06-16,2B76.DE,11.071999549865723
112,2023-06-19,2B76.DE,10.996000289916992
113,2023-06-20,2B76.DE,10.894000053405762
114,2023-06-21,2B76.DE,10.781999588012695
115,2023-06-22,2B76.DE,10.696000099182129
116,2023-06-23,2B76.DE,10.607999801635742
117,2023-06-26,2B76.DE,10.62600040435791
118,2023-06-27,2B76.DE,10.605999946594238
119,2023-06-28,2B76.DE,10.791999816894531
120,2023-06-29,2B76.DE,10.850000381469727
121,2023-06-30,2B76.DE,10.95199966430664
122,2023-07-03,2B76.DE,10.925999641418457
123,2023-07-04,2B76.DE,10.95199966430664
124,2023-07-05,2B76.DE,10.836000442504883
125,2023-07-06,2B76.DE,10.612000465393066
126,2023-07-07,2B76.DE,10.697999954223633
127,2023-07-10,2B76.DE,10.734000205993652
128,2023-07-11,2B76.DE,10.781999588012695
129,2023-07-12,2B76.DE,10.86400032043457
130,2023-07-13,2B76.DE,10.961999893188477
131,2023-07-14,2B76.DE,10.944000244140625
132,2023-07-17,2B76.DE,10.95199966430664
133,2023-07-18,2B76.DE,10.991999626159668
134,2023-07-19,2B76.DE,11.09000015258789
135,2023-07-20,2B76.DE,10.907999992370605
136,2023-07-21,2B76.DE,10.87600040435791
137,2023-07-24,2B76.DE,10.833999633789062
138,2023-07-25,2B76.DE,10.942000389099121
139,2023-07-26,2B76.DE,10.770000457763672
140,2023-07-27,2B76.DE,10.982000350952148
141,2023-07-28,2B76.DE,10.932000160217285
142,2023-07-31,2B76.DE,10.956000328063965
143,2023-08-01,2B76.DE,10.87399959564209
144,2023-08-02,2B76.DE,10.668000221252441
145,2023-08-03,2B76.DE,10.5600004196167
146,2023-08-04,2B76.DE,10.552000045776367
147,2023-08-07,2B76.DE,10.520000457763672
148,2023-08-08,2B76.DE,10.366000175476074
149,2023-08-09,2B76.DE,10.314000129699707
150,2023-08-10,2B76.DE,10.35200023651123
151,2023-08-11,2B76.DE,10.227999687194824
152,2023-08-14,2B76.DE,10.317999839782715
153,2023-08-15,2B76.DE,10.28600025177002
154,2023-08-16,2B76.DE,10.260000228881836
155,2023-08-17,2B76.DE,10.097999572753906
156,2023-08-18,2B76.DE,10.04800033569336
157,2023-08-21,2B76.DE,10.071999549865723
158,2023-08-22,2B76.DE,10.251999855041504
159,2023-08-23,2B76.DE,10.371999740600586
160,2023-08-24,2B76.DE,10.29800033569336
161,2023-08-25,2B76.DE,10.265999794006348
162,2023-08-28,2B76.DE,10.418000221252441
163,2023-08-29,2B76.DE,10.5600004196167
164,2023-08-30,2B76.DE,10.562000274658203
165,2023-08-31,2B76.DE,10.682000160217285
166,2023-09-01,2B76.DE,10.751999855041504
167,2023-09-04,2B76.DE,10.729999542236328
168,2023-09-05,2B76.DE,10.767999649047852
169,2023-09-06,2B76.DE,10.741999626159668
170,2023-09-07,2B76.DE,10.62600040435791
171,2023-09-08,2B76.DE,10.633999824523926
172,2023-09-11,2B76.DE,10.555999755859375
173,2023-09-12,2B76.DE,10.552000045776367
174,2023-09-13,2B76.DE,10.496000289916992
175,2023-09-14,2B76.DE,10.605999946594238
176,2023-09-15,2B76.DE,10.517999649047852
177,2023-09-18,2B76.DE,10.505999565124512
178,2023-09-19,2B76.DE,10.404000282287598
179,2023-09-20,2B76.DE,10.4399995803833
180,2023-09-21,2B76.DE,10.25
181,2023-09-22,2B76.DE,10.288000106811523
182,2023-09-25,2B76.DE,10.336000442504883
183,2023-09-26,2B76.DE,10.204000473022461
184,2023-09-27,2B76.DE,10.3100004196167
185,2023-09-28,2B76.DE,10.359999656677246
186,2023-09-29,2B76.DE,10.430000305175781
187,2023-10-02,2B76.DE,10.458000183105469
