Location,Weight,Ticker,ISIN,Unnamed: 0,TER%
Griechenland,0.006206199999999999,EIMU,IE00BD45KH83,92,0.18
Hongkong,0.0005572000000000001,EIMU,IE00BD45KH83,92,0.18
Indien,0.1592264,EIMU,IE00BD45KH83,92,0.18
Indonesien,0.0129654,EIMU,IE00BD45KH83,92,0.18
Irland,0.0023447000000000003,EIMU,IE00BD45KH83,92,0.18
Kanada,1.84e-05,EIMU,IE00BD45KH83,92,0.18
Kolumbien,0.0018368,EIMU,IE00BD45KH83,92,0.18
Korea,0.1395349,EIMU,IE00BD45KH83,92,0.18
Kuwait,0.0071736,EIMU,IE00BD45KH83,92,0.18
Malaysia,0.013745499999999999,EIMU,IE00BD45KH83,92,0.18
Mexiko,0.0183451,EIMU,IE00BD45KH83,92,0.18
Peru,0.003306,EIMU,IE00BD45KH83,92,0.18
Philippinen,0.004311,EIMU,IE00BD45KH83,92,0.18
Polen,0.0120074,EIMU,IE00BD45KH83,92,0.18
Qatar,0.006577899999999999,EIMU,IE00BD45KH83,92,0.18
Russland,1e-06,EIMU,IE00BD45KH83,92,0.18
Saudi-Arabien,0.0258484,EIMU,IE00BD45KH83,92,0.18
Schweiz,0.0,EIMU,IE00BD45KH83,92,0.18
Singapur,3.6000000000000003e-06,EIMU,IE00BD45KH83,92,0.18
Südafrika,0.0378904,EIMU,IE00BD45KH83,92,0.18
Taiwan,0.20715340000000002,EIMU,IE00BD45KH83,92,0.18
Thailand,0.0115018,EIMU,IE00BD45KH83,92,0.18
Tschechien,0.0013947,EIMU,IE00BD45KH83,92,0.18
Türkei,0.0066454,EIMU,IE00BD45KH83,92,0.18
Ungarn,0.0029029000000000004,EIMU,IE00BD45KH83,92,0.18
Ver. Arabische Emirate,0.014154700000000001,EIMU,IE00BD45KH83,92,0.18
Vereinigte Staaten,0.0021844,EIMU,IE00BD45KH83,92,0.18
Vereinigtes Königreich,1.95e-05,EIMU,IE00BD45KH83,92,0.18
Ägypten,0.0007159,EIMU,IE00BD45KH83,92,0.18
--,0.0,IUSN,IE00BF4RFH31,23,0.35
Australien,0.0388641,IUSN,IE00BF4RFH31,23,0.35
Belgien,0.0055551,IUSN,IE00BF4RFH31,23,0.35
Deutschland,0.0142801,IUSN,IE00BF4RFH31,23,0.35
Dänemark,0.0070758999999999996,IUSN,IE00BF4RFH31,23,0.35
Europäische Union,0.0009519000000000001,IUSN,IE00BF4RFH31,23,0.35
Finnland,0.0041987,IUSN,IE00BF4RFH31,23,0.35
Frankreich,0.0124649,IUSN,IE00BF4RFH31,23,0.35
Griechenland,0.0005102,IUSN,IE00BF4RFH31,23,0.35
Hongkong,0.0061952000000000005,IUSN,IE00BF4RFH31,23,0.35
Irland,0.0007317000000000001,IUSN,IE00BF4RFH31,23,0.35
Israel,0.0166945,IUSN,IE00BF4RFH31,23,0.35
Italien,0.0106277,IUSN,IE00BF4RFH31,23,0.35
Japan,0.1243077,IUSN,IE00BF4RFH31,23,0.35
Kanada,0.0421278,IUSN,IE00BF4RFH31,23,0.35
Neuseeland,0.001519,IUSN,IE00BF4RFH31,23,0.35
Niederlande,0.0042336,IUSN,IE00BF4RFH31,23,0.35
Norwegen,0.0070814,IUSN,IE00BF4RFH31,23,0.35
Portugal,0.0008634,IUSN,IE00BF4RFH31,23,0.35
Schweden,0.0179956,IUSN,IE00BF4RFH31,23,0.35
Schweiz,0.0157888,IUSN,IE00BF4RFH31,23,0.35
Singapur,0.0076039,IUSN,IE00BF4RFH31,23,0.35
Spanien,0.0055566,IUSN,IE00BF4RFH31,23,0.35
Vereinigte Staaten,0.6066049,IUSN,IE00BF4RFH31,23,0.35
Vereinigtes Königreich,0.0440279,IUSN,IE00BF4RFH31,23,0.35
Österreich,0.0041381,IUSN,IE00BF4RFH31,23,0.35
Europäische Union,0.0,NDIA,IE00BZCQB185,31,0.65
Indien,0.9990439,NDIA,IE00BZCQB185,31,0.65
Vereinigte Staaten,0.000956,NDIA,IE00BZCQB185,31,0.65
--,0.0,LOCK,IE00BG0J4C88,89,0.4
Australien,0.014420599999999999,LOCK,IE00BG0J4C88,89,0.4
Brasilien,0.0005801,LOCK,IE00BG0J4C88,89,0.4
China,0.0068111,LOCK,IE00BG0J4C88,89,0.4
Deutschland,0.0022159000000000002,LOCK,IE00BG0J4C88,89,0.4
Dänemark,0.006114400000000001,LOCK,IE00BG0J4C88,89,0.4
Europäische Union,6.32e-05,LOCK,IE00BG0J4C88,89,0.4
Frankreich,0.0006044000000000001,LOCK,IE00BG0J4C88,89,0.4
Hongkong,0.0010684,LOCK,IE00BG0J4C88,89,0.4
Indien,0.019408900000000003,LOCK,IE00BG0J4C88,89,0.4
Israel,0.0466644,LOCK,IE00BG0J4C88,89,0.4
Italien,0.0009855,LOCK,IE00BG0J4C88,89,0.4
Japan,0.1234737,LOCK,IE00BG0J4C88,89,0.4
Kanada,0.005305799999999999,LOCK,IE00BG0J4C88,89,0.4
Korea,0.008914,LOCK,IE00BG0J4C88,89,0.4
Malaysia,0.0042983000000000006,LOCK,IE00BG0J4C88,89,0.4
Schweden,0.0108801,LOCK,IE00BG0J4C88,89,0.4
Schweiz,0.0061723,LOCK,IE00BG0J4C88,89,0.4
Singapur,0.0079356,LOCK,IE00BG0J4C88,89,0.4
Taiwan,0.0354897,LOCK,IE00BG0J4C88,89,0.4
Türkei,4.67e-05,LOCK,IE00BG0J4C88,89,0.4
Vereinigte Staaten,0.6970672,LOCK,IE00BG0J4C88,89,0.4
Vereinigtes Königreich,0.0014802,LOCK,IE00BG0J4C88,89,0.4
--,0.0,4BRZ,DE000A0Q4R85,51,0.31
Brasilien,0.9991879,4BRZ,DE000A0Q4R85,51,0.31
Europäische Union,3.5000000000000004e-05,4BRZ,DE000A0Q4R85,51,0.31
Vereinigte Staaten,0.0007769,4BRZ,DE000A0Q4R85,51,0.31
--,0.0,NQSE,IE00BYVQ9F29,85,0.33
China,0.0043667,NQSE,IE00BYVQ9F29,85,0.33
Europäische Union,0.0002801,NQSE,IE00BYVQ9F29,85,0.33
Irland,0.0019278000000000001,NQSE,IE00BYVQ9F29,85,0.33
Kanada,0.014091700000000002,NQSE,IE00BYVQ9F29,85,0.33
Niederlande,0.0079393,NQSE,IE00BYVQ9F29,85,0.33
Spanien,0.0026718999999999996,NQSE,IE00BYVQ9F29,85,0.33
Vereinigte Staaten,0.9648406,NQSE,IE00BYVQ9F29,85,0.33
Vereinigtes Königreich,0.0038826000000000004,NQSE,IE00BYVQ9F29,85,0.33
--,0.0,SGAS,IE00BFNM3G45,8,0.07
Europäische Union,9.24e-05,SGAS,IE00BFNM3G45,8,0.07
Irland,0.0018468999999999998,SGAS,IE00BFNM3G45,8,0.07
Vereinigte Staaten,0.9980308999999999,SGAS,IE00BFNM3G45,8,0.07
Vereinigtes Königreich,3.06e-05,SGAS,IE00BFNM3G45,8,0.07
--,0.0,SLUS,IE00BFNM3H51,90,0.07
Europäische Union,9.24e-05,SLUS,IE00BFNM3H51,90,0.07
Irland,0.0018468999999999998,SLUS,IE00BFNM3H51,90,0.07
Vereinigte Staaten,0.9980308999999999,SLUS,IE00BFNM3H51,90,0.07
Vereinigtes Königreich,3.06e-05,SLUS,IE00BFNM3H51,90,0.07
Belgien,0.018584299999999998,SLMC,IE00BFNM3D14,39,0.12
Deutschland,0.1447514,SLMC,IE00BFNM3D14,39,0.12
Dänemark,0.0347081,SLMC,IE00BFNM3D14,39,0.12
Europäische Union,0.0017781,SLMC,IE00BFNM3D14,39,0.12
Finnland,0.018443499999999998,SLMC,IE00BFNM3D14,39,0.12
Frankreich,0.1487841,SLMC,IE00BFNM3D14,39,0.12
Irland,0.011083,SLMC,IE00BFNM3D14,39,0.12
Italien,0.0537782,SLMC,IE00BFNM3D14,39,0.12
Niederlande,0.087504,SLMC,IE00BFNM3D14,39,0.12
Norwegen,0.0091514,SLMC,IE00BFNM3D14,39,0.12
Portugal,0.0034779,SLMC,IE00BFNM3D14,39,0.12
Schweden,0.0642781,SLMC,IE00BFNM3D14,39,0.12
Schweiz,0.1332463,SLMC,IE00BFNM3D14,39,0.12
Spanien,0.0591325,SLMC,IE00BFNM3D14,39,0.12
Vereinigte Staaten,4.61e-05,SLMC,IE00BFNM3D14,39,0.12
Vereinigtes Königreich,0.2066357,SLMC,IE00BFNM3D14,39,0.12
Österreich,0.0046168,SLMC,IE00BFNM3D14,39,0.12
Belgien,0.0336296,SLMA,IE00BFNM3B99,95,0.12
Deutschland,0.2614154,SLMA,IE00BFNM3B99,95,0.12
Europäische Union,0.0035792999999999997,SLMA,IE00BFNM3B99,95,0.12
Finnland,0.0333525,SLMA,IE00BFNM3B99,95,0.12
Frankreich,0.2716439,SLMA,IE00BFNM3B99,95,0.12
Irland,0.0165557,SLMA,IE00BFNM3B99,95,0.12
Italien,0.0971649,SLMA,IE00BFNM3B99,95,0.12
Niederlande,0.1579021,SLMA,IE00BFNM3B99,95,0.12
Portugal,0.0062991,SLMA,IE00BFNM3B99,95,0.12
Spanien,0.1100145,SLMA,IE00BFNM3B99,95,0.12
Vereinigte Staaten,0.0001039,SLMA,IE00BFNM3B99,95,0.12
Vereinigtes Königreich,2.84e-05,SLMA,IE00BFNM3B99,95,0.12
Österreich,0.0083112,SLMA,IE00BFNM3B99,95,0.12
--,0.0,OM3Y,IE00BFNM3N12,97,0.18
Brasilien,0.0365079,OM3Y,IE00BFNM3N12,97,0.18
Chile,0.006293,OM3Y,IE00BFNM3N12,97,0.18
China,0.2535308,OM3Y,IE00BFNM3N12,97,0.18
Europäische Union,6.879999999999999e-05,OM3Y,IE00BFNM3N12,97,0.18
Griechenland,0.0061728,OM3Y,IE00BFNM3N12,97,0.18
Hongkong,0.0007644,OM3Y,IE00BFNM3N12,97,0.18
Indien,0.1540575,OM3Y,IE00BFNM3N12,97,0.18
Indonesien,0.0104788,OM3Y,IE00BFNM3N12,97,0.18
Kolumbien,0.001818,OM3Y,IE00BFNM3N12,97,0.18
Korea,0.1394071,OM3Y,IE00BFNM3N12,97,0.18
Kuwait,0.0076476,OM3Y,IE00BFNM3N12,97,0.18
Malaysia,0.0124637,OM3Y,IE00BFNM3N12,97,0.18
Mexiko,0.0193722,OM3Y,IE00BFNM3N12,97,0.18
Peru,0.0035733,OM3Y,IE00BFNM3N12,97,0.18
Philippinen,0.0043364,OM3Y,IE00BFNM3N12,97,0.18
Polen,0.0118536,OM3Y,IE00BFNM3N12,97,0.18
Qatar,0.0069868,OM3Y,IE00BFNM3N12,97,0.18
Russland,3.0000000000000004e-07,OM3Y,IE00BFNM3N12,97,0.18
Saudi-Arabien,0.0290965,OM3Y,IE00BFNM3N12,97,0.18
Schweiz,0.0,OM3Y,IE00BFNM3N12,97,0.18
Singapur,0.0,OM3Y,IE00BFNM3N12,97,0.18
Südafrika,0.0394464,OM3Y,IE00BFNM3N12,97,0.18
Taiwan,0.2175886,OM3Y,IE00BFNM3N12,97,0.18
Thailand,0.0117957,OM3Y,IE00BFNM3N12,97,0.18
Tschechien,0.0006047,OM3Y,IE00BFNM3N12,97,0.18
Türkei,0.0067094,OM3Y,IE00BFNM3N12,97,0.18
Ungarn,0.0028451,OM3Y,IE00BFNM3N12,97,0.18
Ver. Arabische Emirate,0.0144787,OM3Y,IE00BFNM3N12,97,0.18
Vereinigte Staaten,0.0012709,OM3Y,IE00BFNM3N12,97,0.18
Vereinigtes Königreich,0.0001342,OM3Y,IE00BFNM3N12,97,0.18
Ägypten,0.0006961000000000001,OM3Y,IE00BFNM3N12,97,0.18
--,0.0,AYEM,IE00BFNM3P36,30,0.18
Brasilien,0.0365079,AYEM,IE00BFNM3P36,30,0.18
Chile,0.006293,AYEM,IE00BFNM3P36,30,0.18
China,0.2535308,AYEM,IE00BFNM3P36,30,0.18
Europäische Union,6.879999999999999e-05,AYEM,IE00BFNM3P36,30,0.18
Griechenland,0.0061728,AYEM,IE00BFNM3P36,30,0.18
Hongkong,0.0007644,AYEM,IE00BFNM3P36,30,0.18
Indien,0.1540575,AYEM,IE00BFNM3P36,30,0.18
Indonesien,0.0104788,AYEM,IE00BFNM3P36,30,0.18
Kolumbien,0.001818,AYEM,IE00BFNM3P36,30,0.18
Korea,0.1394071,AYEM,IE00BFNM3P36,30,0.18
Kuwait,0.0076476,AYEM,IE00BFNM3P36,30,0.18
Malaysia,0.0124637,AYEM,IE00BFNM3P36,30,0.18
Mexiko,0.0193722,AYEM,IE00BFNM3P36,30,0.18
Peru,0.0035733,AYEM,IE00BFNM3P36,30,0.18
Philippinen,0.0043364,AYEM,IE00BFNM3P36,30,0.18
Polen,0.0118536,AYEM,IE00BFNM3P36,30,0.18
Qatar,0.0069868,AYEM,IE00BFNM3P36,30,0.18
Russland,3.0000000000000004e-07,AYEM,IE00BFNM3P36,30,0.18
Saudi-Arabien,0.0290965,AYEM,IE00BFNM3P36,30,0.18
Schweiz,0.0,AYEM,IE00BFNM3P36,30,0.18
Singapur,0.0,AYEM,IE00BFNM3P36,30,0.18
Südafrika,0.0394464,AYEM,IE00BFNM3P36,30,0.18
Taiwan,0.2175886,AYEM,IE00BFNM3P36,30,0.18
Thailand,0.0117957,AYEM,IE00BFNM3P36,30,0.18
Tschechien,0.0006047,AYEM,IE00BFNM3P36,30,0.18
Türkei,0.0067094,AYEM,IE00BFNM3P36,30,0.18
Ungarn,0.0028451,AYEM,IE00BFNM3P36,30,0.18
Ver. Arabische Emirate,0.0144787,AYEM,IE00BFNM3P36,30,0.18
Vereinigte Staaten,0.0012709,AYEM,IE00BFNM3P36,30,0.18
Vereinigtes Königreich,0.0001342,AYEM,IE00BFNM3P36,30,0.18
Ägypten,0.0006961000000000001,AYEM,IE00BFNM3P36,30,0.18
--,0.0,SGAJ,IE00BFNM3L97,77,0.15
Europäische Union,3.7e-06,SGAJ,IE00BFNM3L97,77,0.15
Irland,0.0015447,SGAJ,IE00BFNM3L97,77,0.15
Japan,1.0115214,SGAJ,IE00BFNM3L97,77,0.15
Vereinigte Staaten,-0.013094900000000001,SGAJ,IE00BFNM3L97,77,0.15
Vereinigtes Königreich,2.45e-05,SGAJ,IE00BFNM3L97,77,0.15
--,0.0,S6DW,IE00BFNM3K80,112,0.2
Australien,0.0154036,S6DW,IE00BFNM3K80,112,0.2
Belgien,0.0029817,S6DW,IE00BFNM3K80,112,0.2
Deutschland,0.0225088,S6DW,IE00BFNM3K80,112,0.2
Dänemark,0.0052088,S6DW,IE00BFNM3K80,112,0.2
Europäische Union,-0.0021529,S6DW,IE00BFNM3K80,112,0.2
Finnland,0.0027463,S6DW,IE00BFNM3K80,112,0.2
Frankreich,0.0231237,S6DW,IE00BFNM3K80,112,0.2
Hongkong,0.004753,S6DW,IE00BFNM3K80,112,0.2
Irland,0.0089206,S6DW,IE00BFNM3K80,112,0.2
Israel,0.0029130000000000002,S6DW,IE00BFNM3K80,112,0.2
Italien,0.0084979,S6DW,IE00BFNM3K80,112,0.2
Japan,0.0560578,S6DW,IE00BFNM3K80,112,0.2
Kanada,0.0314087,S6DW,IE00BFNM3K80,112,0.2
Neuseeland,0.0004142,S6DW,IE00BFNM3K80,112,0.2
Niederlande,0.0136309,S6DW,IE00BFNM3K80,112,0.2
Norwegen,0.0014922,S6DW,IE00BFNM3K80,112,0.2
Portugal,0.0005149999999999999,S6DW,IE00BFNM3K80,112,0.2
Schweden,0.0096048,S6DW,IE00BFNM3K80,112,0.2
Schweiz,0.0201385,S6DW,IE00BFNM3K80,112,0.2
Singapur,0.0044388,S6DW,IE00BFNM3K80,112,0.2
Spanien,0.0091015,S6DW,IE00BFNM3K80,112,0.2
Vereinigte Staaten,0.7264028,S6DW,IE00BFNM3K80,112,0.2
Vereinigtes Königreich,0.0312081,S6DW,IE00BFNM3K80,112,0.2
Österreich,0.0006824,S6DW,IE00BFNM3K80,112,0.2
--,0.0,SNAW,IE00BFNM3J75,33,0.2
Australien,0.0154036,SNAW,IE00BFNM3J75,33,0.2
Belgien,0.0029817,SNAW,IE00BFNM3J75,33,0.2
Deutschland,0.0225088,SNAW,IE00BFNM3J75,33,0.2
Dänemark,0.0052088,SNAW,IE00BFNM3J75,33,0.2
Europäische Union,-0.0021529,SNAW,IE00BFNM3J75,33,0.2
Finnland,0.0027463,SNAW,IE00BFNM3J75,33,0.2
Frankreich,0.0231237,SNAW,IE00BFNM3J75,33,0.2
Hongkong,0.004753,SNAW,IE00BFNM3J75,33,0.2
Irland,0.0089206,SNAW,IE00BFNM3J75,33,0.2
Israel,0.0029130000000000002,SNAW,IE00BFNM3J75,33,0.2
Italien,0.0084979,SNAW,IE00BFNM3J75,33,0.2
Japan,0.0560578,SNAW,IE00BFNM3J75,33,0.2
Kanada,0.0314087,SNAW,IE00BFNM3J75,33,0.2
Neuseeland,0.0004142,SNAW,IE00BFNM3J75,33,0.2
Niederlande,0.0136309,SNAW,IE00BFNM3J75,33,0.2
Norwegen,0.0014922,SNAW,IE00BFNM3J75,33,0.2
Portugal,0.0005149999999999999,SNAW,IE00BFNM3J75,33,0.2
Schweden,0.0096048,SNAW,IE00BFNM3J75,33,0.2
Schweiz,0.0201385,SNAW,IE00BFNM3J75,33,0.2
Singapur,0.0044388,SNAW,IE00BFNM3J75,33,0.2
Spanien,0.0091015,SNAW,IE00BFNM3J75,33,0.2
Vereinigte Staaten,0.7264028,SNAW,IE00BFNM3J75,33,0.2
Vereinigtes Königreich,0.0312081,SNAW,IE00BFNM3J75,33,0.2
Österreich,0.0006824,SNAW,IE00BFNM3J75,33,0.2
--,0.0,EDMU,IE00BHZPJ908,19,0.07
Europäische Union,1.01e-05,EDMU,IE00BHZPJ908,19,0.07
Irland,0.001734,EDMU,IE00BHZPJ908,19,0.07
Kanada,0.0,EDMU,IE00BHZPJ908,19,0.07
Vereinigte Staaten,0.9982449999999999,EDMU,IE00BHZPJ908,19,0.07
Vereinigtes Königreich,1.02e-05,EDMU,IE00BHZPJ908,19,0.07
--,0.0,OM3L,IE00BHZPJ890,9,0.07
Europäische Union,1.01e-05,OM3L,IE00BHZPJ890,9,0.07
Irland,0.001734,OM3L,IE00BHZPJ890,9,0.07
Kanada,0.0,OM3L,IE00BHZPJ890,9,0.07
Vereinigte Staaten,0.9982449999999999,OM3L,IE00BHZPJ890,9,0.07
Vereinigtes Königreich,1.02e-05,OM3L,IE00BHZPJ890,9,0.07
--,0.0,EDMW,IE00BHZPJ569,34,0.2
Australien,0.0141546,EDMW,IE00BHZPJ569,34,0.2
Belgien,0.0040897,EDMW,IE00BHZPJ569,34,0.2
Deutschland,0.022177,EDMW,IE00BHZPJ569,34,0.2
Dänemark,0.0035444,EDMW,IE00BHZPJ569,34,0.2
Europäische Union,0.0002996,EDMW,IE00BHZPJ569,34,0.2
Finnland,0.0034159,EDMW,IE00BHZPJ569,34,0.2
Frankreich,0.0272886,EDMW,IE00BHZPJ569,34,0.2
Hongkong,0.0072253,EDMW,IE00BHZPJ569,34,0.2
Irland,0.0015279,EDMW,IE00BHZPJ569,34,0.2
Israel,0.002601,EDMW,IE00BHZPJ569,34,0.2
Italien,0.010687,EDMW,IE00BHZPJ569,34,0.2
Japan,0.0568762,EDMW,IE00BHZPJ569,34,0.2
Kanada,0.0377646,EDMW,IE00BHZPJ569,34,0.2
Neuseeland,0.0005481,EDMW,IE00BHZPJ569,34,0.2
Niederlande,0.0124324,EDMW,IE00BHZPJ569,34,0.2
Norwegen,0.00412,EDMW,IE00BHZPJ569,34,0.2
Portugal,0.001011,EDMW,IE00BHZPJ569,34,0.2
Schweden,0.0064218999999999995,EDMW,IE00BHZPJ569,34,0.2
Schweiz,0.0261699,EDMW,IE00BHZPJ569,34,0.2
Singapur,0.0033348,EDMW,IE00BHZPJ569,34,0.2
Spanien,0.0103167,EDMW,IE00BHZPJ569,34,0.2
Vereinigte Staaten,0.7137715,EDMW,IE00BHZPJ569,34,0.2
Vereinigtes Königreich,0.0296775,EDMW,IE00BHZPJ569,34,0.2
Österreich,0.0005436,EDMW,IE00BHZPJ569,34,0.2
--,0.0,EMND,IE00BG11HV38,110,0.2
Australien,0.0141546,EMND,IE00BG11HV38,110,0.2
Belgien,0.0040897,EMND,IE00BG11HV38,110,0.2
Deutschland,0.022177,EMND,IE00BG11HV38,110,0.2
Dänemark,0.0035444,EMND,IE00BG11HV38,110,0.2
Europäische Union,0.0002996,EMND,IE00BG11HV38,110,0.2
Finnland,0.0034159,EMND,IE00BG11HV38,110,0.2
Frankreich,0.0272886,EMND,IE00BG11HV38,110,0.2
Hongkong,0.0072253,EMND,IE00BG11HV38,110,0.2
Irland,0.0015279,EMND,IE00BG11HV38,110,0.2
Israel,0.002601,EMND,IE00BG11HV38,110,0.2
Italien,0.010687,EMND,IE00BG11HV38,110,0.2
Japan,0.0568762,EMND,IE00BG11HV38,110,0.2
Kanada,0.0377646,EMND,IE00BG11HV38,110,0.2
Neuseeland,0.0005481,EMND,IE00BG11HV38,110,0.2
Niederlande,0.0124324,EMND,IE00BG11HV38,110,0.2
Norwegen,0.00412,EMND,IE00BG11HV38,110,0.2
Portugal,0.001011,EMND,IE00BG11HV38,110,0.2
Schweden,0.0064218999999999995,EMND,IE00BG11HV38,110,0.2
Schweiz,0.0261699,EMND,IE00BG11HV38,110,0.2
Singapur,0.0033348,EMND,IE00BG11HV38,110,0.2
Spanien,0.0103167,EMND,IE00BG11HV38,110,0.2
Vereinigte Staaten,0.7137715,EMND,IE00BG11HV38,110,0.2
Vereinigtes Königreich,0.0296775,EMND,IE00BG11HV38,110,0.2
Österreich,0.0005436,EMND,IE00BG11HV38,110,0.2
--,0.0,EDM6,IE00BHZPJ783,80,0.12
Belgien,0.0185999,EDM6,IE00BHZPJ783,80,0.12
Deutschland,0.1464847,EDM6,IE00BHZPJ783,80,0.12
Dänemark,0.0274387,EDM6,IE00BHZPJ783,80,0.12
Europäische Union,0.0028616,EDM6,IE00BHZPJ783,80,0.12
Finnland,0.0162422,EDM6,IE00BHZPJ783,80,0.12
Frankreich,0.1537808,EDM6,IE00BHZPJ783,80,0.12
Irland,0.0137339,EDM6,IE00BHZPJ783,80,0.12
Italien,0.0541688,EDM6,IE00BHZPJ783,80,0.12
Niederlande,0.0764059,EDM6,IE00BHZPJ783,80,0.12
Norwegen,0.0157887,EDM6,IE00BHZPJ783,80,0.12
Portugal,0.0037487000000000006,EDM6,IE00BHZPJ783,80,0.12
Schweden,0.0477819,EDM6,IE00BHZPJ783,80,0.12
Schweiz,0.1490851,EDM6,IE00BHZPJ783,80,0.12
Spanien,0.0589542,EDM6,IE00BHZPJ783,80,0.12
Vereinigte Staaten,0.00019630000000000003,EDM6,IE00BHZPJ783,80,0.12
Vereinigtes Königreich,0.2107766,EDM6,IE00BHZPJ783,80,0.12
Österreich,0.0039518999999999995,EDM6,IE00BHZPJ783,80,0.12
--,0.0,EMNU,IE00BHZPJ676,42,0.12
Belgien,0.0185999,EMNU,IE00BHZPJ676,42,0.12
Deutschland,0.1464847,EMNU,IE00BHZPJ676,42,0.12
Dänemark,0.0274387,EMNU,IE00BHZPJ676,42,0.12
Europäische Union,0.0028616,EMNU,IE00BHZPJ676,42,0.12
Finnland,0.0162422,EMNU,IE00BHZPJ676,42,0.12
Frankreich,0.1537808,EMNU,IE00BHZPJ676,42,0.12
Irland,0.0137339,EMNU,IE00BHZPJ676,42,0.12
Italien,0.0541688,EMNU,IE00BHZPJ676,42,0.12
Niederlande,0.0764059,EMNU,IE00BHZPJ676,42,0.12
Norwegen,0.0157887,EMNU,IE00BHZPJ676,42,0.12
Portugal,0.0037487000000000006,EMNU,IE00BHZPJ676,42,0.12
Schweden,0.0477819,EMNU,IE00BHZPJ676,42,0.12
Schweiz,0.1490851,EMNU,IE00BHZPJ676,42,0.12
Spanien,0.0589542,EMNU,IE00BHZPJ676,42,0.12
Vereinigte Staaten,0.00019630000000000003,EMNU,IE00BHZPJ676,42,0.12
Vereinigtes Königreich,0.2107766,EMNU,IE00BHZPJ676,42,0.12
Österreich,0.0039518999999999995,EMNU,IE00BHZPJ676,42,0.12
--,0.0,EDMJ,IE00BHZPJ452,96,0.15
Europäische Union,9.000000000000001e-07,EDMJ,IE00BHZPJ452,96,0.15
Japan,0.999981,EDMJ,IE00BHZPJ452,96,0.15
Vereinigte Staaten,1.6100000000000002e-05,EDMJ,IE00BHZPJ452,96,0.15
Vereinigtes Königreich,1.6000000000000001e-06,EDMJ,IE00BHZPJ452,96,0.15
Belgien,0.033793,EDM4,IE00BHZPJ015,63,0.12
Deutschland,0.2714557,EDM4,IE00BHZPJ015,63,0.12
Europäische Union,0.0055975,EDM4,IE00BHZPJ015,63,0.12
Finnland,0.030023099999999997,EDM4,IE00BHZPJ015,63,0.12
Frankreich,0.2800561,EDM4,IE00BHZPJ015,63,0.12
Irland,0.0171394,EDM4,IE00BHZPJ015,63,0.12
Italien,0.09608660000000001,EDM4,IE00BHZPJ015,63,0.12
Niederlande,0.1398902,EDM4,IE00BHZPJ015,63,0.12
Portugal,0.0060582000000000006,EDM4,IE00BHZPJ015,63,0.12
Spanien,0.11182840000000001,EDM4,IE00BHZPJ015,63,0.12
Vereinigte Staaten,0.0001486,EDM4,IE00BHZPJ015,63,0.12
Vereinigtes Königreich,5.05e-05,EDM4,IE00BHZPJ015,63,0.12
Österreich,0.0078726,EDM4,IE00BHZPJ015,63,0.12
--,0.0,EDM2,IE00BHZPJ239,21,0.18
Brasilien,0.0411891,EDM2,IE00BHZPJ239,21,0.18
Chile,0.005541,EDM2,IE00BHZPJ239,21,0.18
China,0.2722865,EDM2,IE00BHZPJ239,21,0.18
Europäische Union,1.02e-05,EDM2,IE00BHZPJ239,21,0.18
Griechenland,0.0059823,EDM2,IE00BHZPJ239,21,0.18
Hongkong,0.0006155,EDM2,IE00BHZPJ239,21,0.18
Indien,0.1494259,EDM2,IE00BHZPJ239,21,0.18
Indonesien,0.009309,EDM2,IE00BHZPJ239,21,0.18
Kolumbien,0.002807,EDM2,IE00BHZPJ239,21,0.18
Korea,0.14126919999999998,EDM2,IE00BHZPJ239,21,0.18
Kuwait,0.0040086,EDM2,IE00BHZPJ239,21,0.18
Malaysia,0.0136251,EDM2,IE00BHZPJ239,21,0.18
Mexiko,0.020040600000000002,EDM2,IE00BHZPJ239,21,0.18
Peru,0.0034968,EDM2,IE00BHZPJ239,21,0.18
Philippinen,0.0027358,EDM2,IE00BHZPJ239,21,0.18
Polen,0.0110146,EDM2,IE00BHZPJ239,21,0.18
Qatar,0.0054867,EDM2,IE00BHZPJ239,21,0.18
Russland,3e-07,EDM2,IE00BHZPJ239,21,0.18
Saudi-Arabien,0.0263462,EDM2,IE00BHZPJ239,21,0.18
Südafrika,0.0385239,EDM2,IE00BHZPJ239,21,0.18
Taiwan,0.21288719999999997,EDM2,IE00BHZPJ239,21,0.18
Thailand,0.0088902,EDM2,IE00BHZPJ239,21,0.18
Tschechien,0.002004,EDM2,IE00BHZPJ239,21,0.18
Türkei,0.0041294,EDM2,IE00BHZPJ239,21,0.18
Ungarn,0.0014633,EDM2,IE00BHZPJ239,21,0.18
Ver. Arabische Emirate,0.0144125,EDM2,IE00BHZPJ239,21,0.18
Vereinigte Staaten,0.0012644000000000002,EDM2,IE00BHZPJ239,21,0.18
Vereinigtes Königreich,9.8e-06,EDM2,IE00BHZPJ239,21,0.18
Ägypten,0.0012236999999999999,EDM2,IE00BHZPJ239,21,0.18
--,0.0,EEDM,IE00BHZPJ122,117,0.18
Brasilien,0.0411891,EEDM,IE00BHZPJ122,117,0.18
Chile,0.005541,EEDM,IE00BHZPJ122,117,0.18
China,0.2722865,EEDM,IE00BHZPJ122,117,0.18
Europäische Union,1.02e-05,EEDM,IE00BHZPJ122,117,0.18
Griechenland,0.0059823,EEDM,IE00BHZPJ122,117,0.18
